TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,U,WD
201405051630,0,-5.246,29963.06863,-11.52,-9999,-82.86,-9999,28.46,0.793,100.937,-9999,-9999,3.5,300.7
201405051645,0,-5.205,29868.77232,-11.51,-9999,-82.65,-9999,28.42,0.795,100.964,-9999,-9999,2.8,294.6
201405051700,-0.003,-5.164,30198.77966,-11.39,-9999,-81.84,-9999,28.37,0.806,100.98,-9999,-9999,2.6,302.1
201405051715,-0.007,-5.124,30355.89675,-11.36,-9999,-81.49,-9999,28.17,0.821,100.987,-9999,-9999,3.2,258.4
201405051730,-0.006,-5.084,29774.46921,-11.74,-9999,-83.38,-9999,27.42,0.838,100.987,-9999,-9999,4.5,318.6
201405051745,-0.004,-5.044,29978.78402,-11.58,-9999,-82.3,-9999,27.72,0.83,100.993,-9999,-9999,3.1,292.7
201405051800,-0.002,-5.003,30340.18589,-11.25,-9999,-80.36,-9999,27.97,0.829,101.008,-9999,-9999,2.5,283.1
201405051815,-0.001,-4.963,29994.49922,-11.29,-9999,-80.6,-9999,28.07,0.815,101.017,-9999,-9999,2.3,265
201405051830,0,-4.922,29853.05561,-11.6,-9999,-82.37,-9999,28.07,0.81,101.026,-9999,-9999,3,235
201405051845,0,-4.882,29350.02104,-12.58,-9999,-88.73,-9999,27.78,0.809,101.025,-9999,-9999,4.4,189.8
201405051900,0,-4.841,28658.03249,-12.94,-9999,-91.31,-9999,27.69,0.793,101.045,-9999,-9999,3.7,195.6
201405051915,0,-4.8,29412.91094,-12.29,-9999,-86.39,-9999,27.83,0.807,101.042,-9999,-9999,3.9,189.5
201405051930,0,-4.76,29507.24013,-12.39,-9999,-87.5,-9999,27.63,0.821,101.051,-9999,-9999,4,198.9
201405051945,0,-4.719,29758.75136,-12.28,-9999,-87.12,-9999,27.5,0.836,101.068,-9999,-9999,3.9,215
201405052000,0,-4.677,29460.07639,-12.31,-9999,-87.25,-9999,27.62,0.821,101.084,-9999,-9999,4,226.9
201405052015,0,-4.635,28878.25038,-12.9,-9999,-91.66,-9999,27.8,0.798,101.108,-9999,-9999,4.4,228.6
201405052030,0,-4.594,30104.50035,-12.08,-9999,-85.73,-9999,27.89,0.829,101.123,-9999,-9999,6.8,219.9
201405052045,0,-4.552,3166426.693,-9999,-9999,-9999,-9999,27.79,0.856,101.141,-9999,-9999,5.5,224
201405052100,0,-4.51,3166426.693,-9999,-9999,-9999,-9999,27.56,0.854,101.151,-9999,-9999,4.2,201.3
201405052115,0,-4.468,3166426.693,-9999,-9999,-9999,-9999,27.44,0.844,101.17,-9999,-9999,4.1,211.5
201405052130,0,-4.426,30512.99496,-11.88,-9999,-84.71,-9999,27.65,0.847,101.181,-9999,-9999,4.7,233.2
201405052145,0,-4.385,30481.57683,-12,-9999,-84.87,-9999,27.7,0.847,101.186,-9999,-9999,5.3,233.2
201405052200,0,-4.343,30418.7383,-12,-9999,-84.74,-9999,27.79,0.84,101.196,-9999,-9999,5.3,236.8
201405052215,0,-4.302,29758.75136,-12.41,-9999,-87.82,-9999,27.84,0.817,101.196,-9999,-9999,5.6,234.6
201405052230,0,-4.26,29570.12247,-12.97,-9999,-92.07,-9999,28,0.805,101.19,-9999,-9999,6.5,238.3
201405052245,0,-4.218,29538.68168,-13.1,-9999,-92.86,-9999,28.02,0.806,101.192,-9999,-9999,6,240.7
201405052300,0,-4.175,30575.82896,-12.49,-9999,-88.38,-9999,28.1,0.829,101.21,-9999,-9999,4.4,241.8
201405052315,0,-4.133,29821.62161,-12.32,-9999,-87.27,-9999,28.07,0.813,101.21,-9999,-9999,3.8,226.2
201405052330,0,-4.09,30010.21424,-12.44,-9999,-88,-9999,28.18,0.809,101.201,-9999,-9999,4,216.9
201405052345,0,-4.047,30167.35398,-12.48,-9999,-88.4,-9999,28.12,0.816,101.19,-9999,-9999,4.8,232.9
201405060000,0,-4.004,30245.91677,-12.23,-9999,-86.79,-9999,28.12,0.82,101.181,-9999,-9999,4.7,237
201405060015,0,-3.961,30214.49222,-12.06,-9999,-85.69,-9999,28.1,0.819,101.177,-9999,-9999,4.7,244.5
201405060030,0,-3.918,30889.95366,-11.67,-9999,-82.64,-9999,28.14,0.835,101.142,-9999,-9999,5.4,247.6
201405060045,0,-3.875,30780.0186,-11.87,-9999,-84.02,-9999,28.13,0.832,101.128,-9999,-9999,4.4,224.3
201405060100,0,-3.832,30968.47305,-11.87,-9999,-83.94,-9999,28.19,0.834,101.12,-9999,-9999,5.4,236.5
201405060115,0,-3.789,3166426.693,-9999,-9999,-9999,-9999,28.11,0.835,101.112,-9999,-9999,6,255.5
201405060130,0,-3.745,3166426.693,-9999,-9999,-9999,-9999,27.93,0.849,101.096,-9999,-9999,6.2,272.3
201405060145,0,-3.701,3166426.693,-9999,-9999,-9999,-9999,27.79,0.851,101.071,-9999,-9999,6.4,247
201405060200,0,-3.657,3166426.693,-9999,-9999,-9999,-9999,27.21,0.847,101.044,-9999,-9999,6.7,251.8
201405060215,0,-3.613,3166426.693,-9999,-9999,-9999,-9999,26.86,0.876,101.035,-9999,-9999,5.3,266
201405060230,0,-3.569,3166426.693,-9999,-9999,-9999,-9999,26.72,0.897,101.028,-9999,-9999,3.8,263
201405060245,0,-3.525,3166426.693,-9999,-9999,-9999,-9999,25.92,0.908,101.012,-9999,-9999,2,184.8
201405060300,0,-3.481,3166426.693,-9999,-9999,-9999,-9999,25.1,0.897,101.029,-9999,-9999,3,266.1
201405060315,0,-3.437,3166426.693,-9999,-9999,-9999,-9999,24.41,0.903,101.018,-9999,-9999,3.4,238.9
201405060330,0,-3.393,3166426.693,-9999,-9999,-9999,-9999,24.7,0.908,100.997,-9999,-9999,6.1,253
201405060345,0,-3.349,3166426.693,-9999,-9999,-9999,-9999,25.24,0.887,100.98,-9999,-9999,5.6,253.9
201405060400,0,-3.305,3166426.693,-9999,-9999,-9999,-9999,25.94,0.887,100.98,-9999,-9999,6.8,252
201405060415,0,-3.261,3166426.693,-9999,-9999,-9999,-9999,26.48,0.904,100.981,-9999,-9999,6.5,254.8
201405060430,0,-3.217,3166426.693,-9999,-9999,-9999,-9999,26.73,0.903,101.001,-9999,-9999,6,257
201405060445,0,-3.171,3166426.693,-9999,-9999,-9999,-9999,26.95,0.899,101.01,-9999,-9999,5.3,255.6
201405060500,0,-3.126,3166426.693,-9999,-9999,-9999,-9999,27.08,0.888,101.005,-9999,-9999,4.8,261.4
201405060515,0,-3.082,3166426.693,-9999,-9999,-9999,-9999,27.19,0.883,100.991,-9999,-9999,4.7,265.6
201405060530,0,-3.04,3166426.693,-9999,-9999,-9999,-9999,27.39,0.883,100.991,-9999,-9999,4.8,262.8
201405060545,0,-2.998,3166426.693,-9999,-9999,-9999,-9999,27.5,0.868,101.015,-9999,-9999,4.6,263
201405060600,0,-2.957,3166426.693,-9999,-9999,-9999,-9999,27.54,0.86,101.031,-9999,-9999,4.3,266
201405060615,0,-2.916,3166426.693,-9999,-9999,-9999,-9999,27.61,0.852,101.04,-9999,-9999,4.4,240.6
201405060630,0,-2.874,3166426.693,-9999,-9999,-9999,-9999,27.6,0.853,101.053,-9999,-9999,4.2,235.1
201405060645,0,-2.832,3166426.693,-9999,-9999,-9999,-9999,27.51,0.841,101.061,-9999,-9999,3.9,239.6
201405060700,0,-2.789,3166426.693,-9999,-9999,-9999,-9999,27.59,0.813,101.072,-9999,-9999,3.7,243.4
201405060715,0,-2.747,3166426.693,-9999,-9999,-9999,-9999,27.85,0.814,101.1,-9999,-9999,5,251.1
201405060730,0,-2.705,3166426.693,-9999,-9999,-9999,-9999,28.09,0.839,101.134,-9999,-9999,3.8,224.2
201405060745,0,-2.663,3166426.693,-9999,-9999,-9999,-9999,27.88,0.851,101.153,-9999,-9999,3.5,208.3
201405060800,0,-2.622,3166426.693,-9999,-9999,-9999,-9999,27.59,0.86,101.179,-9999,-9999,3.3,231.5
201405060815,0,-2.583,3166426.693,-9999,-9999,-9999,-9999,27.23,0.868,101.211,-9999,-9999,3.4,256.8
201405060830,0,-2.544,3166426.693,-9999,-9999,-9999,-9999,26.77,0.86,101.235,-9999,-9999,6.9,271.3
201405060845,0,-2.506,3166426.693,-9999,-9999,-9999,-9999,26.9,0.868,101.239,-9999,-9999,6,240.7
201405060900,0,-2.467,3166426.693,-9999,-9999,-9999,-9999,26.74,0.881,101.246,-9999,-9999,7.8,246.3
201405060915,0,-2.429,3166426.693,-9999,-9999,-9999,-9999,26.57,0.881,101.25,-9999,-9999,6.6,249.9
201405060930,0,-2.391,3166426.693,-9999,-9999,-9999,-9999,26.66,0.87,101.249,-9999,-9999,6.6,258.4
201405060945,0,-2.354,3166426.693,-9999,-9999,-9999,-9999,27.03,0.867,101.244,-9999,-9999,6.4,245.8
201405061000,0,-2.317,3166426.693,-9999,-9999,-9999,-9999,26.81,0.87,101.25,-9999,-9999,7.5,232.6
201405061015,0,-2.282,3166426.693,-9999,-9999,-9999,-9999,26.59,0.873,101.244,-9999,-9999,9.2,213.1
201405061030,0,-2.249,3166426.693,-9999,-9999,-9999,-9999,26.28,0.885,101.228,-9999,-9999,8.2,214.1
201405061045,0,-2.218,3166426.693,-9999,-9999,-9999,-9999,26.34,0.868,101.242,-9999,-9999,6.8,224.5
201405061100,0,-2.189,3166426.693,-9999,-9999,-9999,-9999,26.53,0.848,101.241,-9999,-9999,5.9,236.1
201405061115,0,-2.16,29412.91094,-13.96,-9999,-99.26,-9999,26.74,0.836,101.222,-9999,-9999,5.4,243.6
201405061130,0,-2.131,29051.25271,-13.91,-9999,-98.71,-9999,27.19,0.813,101.201,-9999,-9999,4.8,250.4
201405061145,0,-2.101,27729.56399,-14.49,-9999,-103.29,-9999,27.33,0.776,101.163,-9999,-9999,4.9,265.3
201405061200,0,-2.072,27871.23736,-14.28,-9999,-101.6,-9999,27.74,0.762,101.156,-9999,-9999,4.4,263.4
201405061215,0,-2.042,27761.04829,-14.41,-9999,-102.72,-9999,28.02,0.752,101.174,-9999,-9999,4.8,260.2
201405061230,0,-2.013,28012.8954,-14.31,-9999,-101.38,-9999,28.28,0.748,101.175,-9999,-9999,4.5,257
201405061245,0,-1.983,3166426.693,-9999,-9999,-9999,-9999,28.34,0.747,101.18,-9999,-9999,4.5,255.9
201405061300,0,-1.953,3166426.693,-9999,-9999,-9999,-9999,28.52,0.748,101.154,-9999,-9999,5,255.4
201405061315,0,-1.924,28689.49446,-13.75,-9999,-98.74,-9999,28.56,0.753,101.113,-9999,-9999,5.5,253.4
201405061330,0,-1.895,28248.95807,-13.9,-9999,-99.8,-9999,28.59,0.744,101.094,-9999,-9999,5.1,253.3
201405061345,0,-1.866,28327.63616,-13.88,-9999,-99.42,-9999,28.66,0.745,101.092,-9999,-9999,4.7,256.8
201405061400,0,-1.837,28469.2448,-13.87,-9999,-99.37,-9999,28.64,0.749,101.093,-9999,-9999,4.9,249.3
201405061415,0,-1.808,28532.17706,-13.82,-9999,-98.88,-9999,28.6,0.752,101.092,-9999,-9999,4.5,258.9
201405061430,0,-1.779,28311.90092,-13.92,-9999,-99.49,-9999,28.61,0.744,101.06,-9999,-9999,4.2,267.5
201405061445,0,-1.75,27918.45841,-14.09,-9999,-100.11,-9999,28.7,0.732,101.047,-9999,-9999,4.4,250.9
201405061500,0,-1.721,27839.75572,-14.3,-9999,-101.04,-9999,28.76,0.725,101.042,-9999,-9999,3.9,254.3
201405061515,0,-1.692,27855.49664,-14.68,-9999,-103.63,-9999,28.62,0.732,101.041,-9999,-9999,3.9,241.9
201405061530,0,-1.662,27792.53183,-14.66,-9999,-103.57,-9999,28.6,0.732,101.034,-9999,-9999,4.1,247.1
201405061545,0,-1.633,28201.74894,-14.53,-9999,-102.52,-9999,28.57,0.746,101.053,-9999,-9999,4.8,241.9
201405061600,0,-1.604,28327.63616,-14.56,-9999,-102.56,-9999,28.5,0.753,101.067,-9999,-9999,4.4,240.4
201405061615,0,-1.575,28547.90965,-14.51,-9999,-102.15,-9999,28.4,0.759,101.088,-9999,-9999,4.4,241
201405061630,0,-1.546,28689.49446,-14.61,-9999,-102.72,-9999,28.24,0.769,101.086,-9999,-9999,3.2,229
201405061645,0,-1.517,28736.68599,-14.52,-9999,-102.02,-9999,28.1,0.778,101.089,-9999,-9999,3.5,231.2
201405061700,0,-1.488,29397.18875,-14.13,-9999,-98.59,-9999,28.1,0.794,101.097,-9999,-9999,3.5,230.6
201405061715,0,-1.459,29428.63295,-14.11,-9999,-98.47,-9999,28.01,0.8,101.103,-9999,-9999,2.7,208.3
201405061730,0,-1.43,29287.12812,-14.21,-9999,-99.09,-9999,27.88,0.803,101.131,-9999,-9999,2.5,204.9
201405061745,0,-1.401,29287.12812,-14.17,-9999,-99.1,-9999,27.88,0.804,101.159,-9999,-9999,2.3,214.4
201405061800,0,-1.371,29507.24013,-14.06,-9999,-98.22,-9999,27.84,0.811,101.173,-9999,-9999,2.2,188.4
201405061815,0,-1.342,28909.70705,-14.36,-9999,-100.56,-9999,27.8,0.798,101.188,-9999,-9999,2,195.6
201405061830,0,-1.312,28909.70705,-14.31,-9999,-100.18,-9999,27.84,0.794,101.227,-9999,-9999,1.9,211
201405061845,0,-1.282,29066.97906,-14.2,-9999,-99.42,-9999,27.88,0.799,101.24,-9999,-9999,1.6,183.6
201405061900,0,-1.252,3166426.693,-9999,-9999,-9999,-9999,27.8,0.805,101.237,-9999,-9999,1.1,203.5
201405061915,0,-1.223,3166426.693,-9999,-9999,-9999,-9999,27.71,0.804,101.256,-9999,-9999,0.9,262.1
201405061930,0,-1.195,3166426.693,-9999,-9999,-9999,-9999,27.8,0.812,101.27,-9999,-9999,0.8,197.3
201405061945,0,-1.166,3166426.693,-9999,-9999,-9999,-9999,27.68,0.823,101.281,-9999,-9999,2.2,80.6
201405062000,0,-1.138,3166426.693,-9999,-9999,-9999,-9999,25.42,0.899,101.277,-9999,-9999,14.2,269.8
201405062015,0,-1.109,3166426.693,-9999,-9999,-9999,-9999,23.55,0.945,101.364,-9999,-9999,6.7,318.4
201405062030,0,-1.08,3166426.693,-9999,-9999,-9999,-9999,23.15,0.964,101.378,-9999,-9999,2.7,287.8
201405062045,0,-1.051,3166426.693,-9999,-9999,-9999,-9999,22.99,0.968,101.388,-9999,-9999,1.7,168.9
201405062100,0,-1.022,3166426.693,-9999,-9999,-9999,-9999,23.33,0.97,101.39,-9999,-9999,1.4,144.6
201405062115,0,-0.993,3166426.693,-9999,-9999,-9999,-9999,23.59,0.968,101.402,-9999,-9999,2.4,255.3
201405062130,0,-0.965,3166426.693,-9999,-9999,-9999,-9999,23.91,0.956,101.423,-9999,-9999,5.3,236.9
201405062145,0,-0.936,3166426.693,-9999,-9999,-9999,-9999,24.16,0.956,101.425,-9999,-9999,5.5,233.2
201405062200,0,-0.907,3166426.693,-9999,-9999,-9999,-9999,24.12,0.953,101.43,-9999,-9999,3.5,232.4
201405062215,0,-0.878,3166426.693,-9999,-9999,-9999,-9999,24.08,0.956,101.446,-9999,-9999,3,217.4
201405062230,0,-0.849,3166426.693,-9999,-9999,-9999,-9999,24.2,0.957,101.447,-9999,-9999,2.8,193.4
201405062245,-0.001,-0.82,3166426.693,-9999,-9999,-9999,-9999,24.35,0.956,101.43,-9999,-9999,2.9,193.7
201405062300,-0.001,-0.791,3166426.693,-9999,-9999,-9999,-9999,24.4,0.941,101.421,-9999,-9999,2.9,189.7
201405062315,-0.001,-0.762,3166426.693,-9999,-9999,-9999,-9999,24.64,0.935,101.42,-9999,-9999,3.4,208.3
201405062330,-0.001,-0.733,3166426.693,-9999,-9999,-9999,-9999,24.92,0.936,101.417,-9999,-9999,3.1,209.4
201405062345,-0.001,-0.704,3166426.693,-9999,-9999,-9999,-9999,24.93,0.934,101.406,-9999,-9999,3.3,196.2
201405070000,-0.001,-0.675,3166426.693,-9999,-9999,-9999,-9999,25.03,0.931,101.4,-9999,-9999,3.3,213.9
201405070015,-0.001,-0.646,3166426.693,-9999,-9999,-9999,-9999,25.14,0.926,101.4,-9999,-9999,5,219.4
201405070030,-0.001,-0.617,3166426.693,-9999,-9999,-9999,-9999,25.3,0.922,101.387,-9999,-9999,4.9,226.5
201405070045,-0.001,-0.587,3166426.693,-9999,-9999,-9999,-9999,25.47,0.914,101.353,-9999,-9999,6.2,214.8
201405070100,-0.002,-0.558,3166426.693,-9999,-9999,-9999,-9999,25.6,0.905,101.318,-9999,-9999,4.8,209.9
201405070115,-0.002,-0.529,3166426.693,-9999,-9999,-9999,-9999,25.59,0.906,101.272,-9999,-9999,4.5,193.1
201405070130,-0.002,-0.5,3166426.693,-9999,-9999,-9999,-9999,25.46,0.908,101.242,-9999,-9999,4.5,190.4
201405070145,-0.002,-0.471,3166426.693,-9999,-9999,-9999,-9999,25.44,0.908,101.214,-9999,-9999,4.9,171.4
201405070200,-0.002,-0.442,3166426.693,-9999,-9999,-9999,-9999,25.57,0.906,101.209,-9999,-9999,4.2,190.4
201405070215,-0.002,-0.412,3166426.693,-9999,-9999,-9999,-9999,25.67,0.898,101.198,-9999,-9999,4.2,196.1
201405070230,-0.002,-0.383,3166426.693,-9999,-9999,-9999,-9999,25.87,0.898,101.179,-9999,-9999,3.9,199.9
201405070245,-0.002,-0.353,3166426.693,-9999,-9999,-9999,-9999,25.86,0.895,101.156,-9999,-9999,4.5,202.6
201405070300,-0.002,-0.324,3166426.693,-9999,-9999,-9999,-9999,25.88,0.883,101.144,-9999,-9999,4.3,215.8
201405070315,-0.002,-0.294,3166426.693,-9999,-9999,-9999,-9999,25.86,0.877,101.129,-9999,-9999,3.8,208.7
201405070330,-0.002,-0.264,3166426.693,-9999,-9999,-9999,-9999,25.84,0.88,101.12,-9999,-9999,3.4,212.2
201405070345,-0.003,-0.234,28532.17706,-18.32,-9999,-133.86,-9999,25.82,0.877,101.12,-9999,-9999,3.2,211.5
201405070400,-0.003,-0.204,28563.64205,-18.33,-9999,-134.25,-9999,25.85,0.878,101.115,-9999,-9999,3.2,213.5
201405070415,-0.003,-0.181,28689.49446,-18.12,-9999,-132.53,-9999,26.01,0.873,101.113,-9999,-9999,3.4,218
201405070430,-0.003,-0.161,28736.68599,-18.04,-9999,-131.79,-9999,26.13,0.871,101.109,-9999,-9999,2.5,213.1
201405070445,-0.003,-0.142,28626.56977,-17.97,-9999,-131.36,-9999,26.22,0.864,101.109,-9999,-9999,2.7,227.6
201405070500,-0.003,-0.122,28626.56977,-17.79,-9999,-129.75,-9999,26.34,0.857,101.111,-9999,-9999,3.3,230.2
201405070515,-0.003,-0.103,28469.2448,-17.8,-9999,-129.81,-9999,26.4,0.847,101.12,-9999,-9999,3.5,229.5
201405070530,-0.003,-0.085,28500.71131,-17.64,-9999,-128.29,-9999,26.55,0.843,101.111,-9999,-9999,3.1,227.1
201405070545,-0.003,-0.067,28453.51127,-17.54,-9999,-127.79,-9999,26.63,0.837,101.11,-9999,-9999,4,242.8
201405070600,-0.003,-0.052,27902.71825,-17.89,-9999,-130.73,-9999,26.7,0.818,101.106,-9999,-9999,4.1,242.3
201405070615,-0.003,-0.039,28107.32558,-17.59,-9999,-128.37,-9999,26.87,0.818,101.1,-9999,-9999,3.7,243.7
201405070630,-0.003,-0.025,28201.74894,-17.59,-9999,-127.81,-9999,26.9,0.818,101.104,-9999,-9999,3.6,231
201405070645,0,-0.01,27997.15638,-17.78,-9999,-129.32,-9999,26.9,0.811,101.114,-9999,-9999,3.8,238.4
201405070700,0.002,-0.008,27855.49664,-17.93,-9999,-130.55,-9999,26.96,0.803,101.121,-9999,-9999,3.5,228.1
201405070715,0.004,-0.008,27587.87528,-18.05,-9999,-131.66,-9999,27.08,0.791,101.129,-9999,-9999,3.8,225.7
201405070730,0.004,-0.007,27493.40762,-18.02,-9999,-131.35,-9999,27.26,0.777,101.134,-9999,-9999,3.8,223.5
201405070745,0.005,-0.007,27131.21841,-18.18,-9999,-132.4,-9999,27.28,0.772,101.155,-9999,-9999,4,229.8
201405070800,0.005,-0.006,27745.30623,-17.54,-9999,-127.31,-9999,27.34,0.783,101.165,-9999,-9999,3.6,224
201405070815,0.002,-0.008,27461.91688,-17.79,-9999,-129.36,-9999,27.39,0.775,101.185,-9999,-9999,3.8,243.1
201405070830,0.006,-0.009,27351.69334,-17.88,-9999,-129.9,-9999,27.38,0.77,101.201,-9999,-9999,3.3,240.2
201405070845,0.01,-0.009,27446.17123,-17.76,-9999,-128.98,-9999,27.49,0.771,101.186,-9999,-9999,3,235.2
201405070900,0.013,-0.009,27209.96372,-17.9,-9999,-130.1,-9999,27.58,0.759,101.197,-9999,-9999,2.8,241.7
201405070915,0.015,-0.008,27414.67936,-17.72,-9999,-128.56,-9999,27.66,0.762,101.206,-9999,-9999,2.4,238.1
201405070930,0.019,-0.008,27288.70429,-17.75,-9999,-128.91,-9999,27.76,0.754,101.21,-9999,-9999,2,256.3
201405070945,0.023,-0.008,27335.94636,-17.75,-9999,-128.84,-9999,27.7,0.756,101.207,-9999,-9999,2.5,262.8
201405071000,0.026,-0.008,27509.1527,-17.54,-9999,-127.22,-9999,27.73,0.762,101.198,-9999,-9999,3,246.1
201405071015,0.029,-0.008,27603.61923,-17.39,-9999,-126,-9999,27.78,0.761,101.19,-9999,-9999,3,243.4
201405071030,0.032,-0.008,27509.1527,-17.5,-9999,-126.88,-9999,27.75,0.761,101.176,-9999,-9999,3.1,251.3
201405071045,0.035,-0.008,27619.36298,-17.35,-9999,-125.68,-9999,27.77,0.764,101.169,-9999,-9999,3.6,250.9
201405071100,0.038,-0.008,27587.87528,-17.37,-9999,-125.95,-9999,27.79,0.761,101.134,-9999,-9999,4.4,248
201405071115,0.041,-0.008,27713.82156,-17.2,-9999,-124.59,-9999,27.8,0.762,101.109,-9999,-9999,4.5,244.2
201405071130,0.044,-0.007,27509.1527,-17.26,-9999,-125.09,-9999,27.8,0.757,101.102,-9999,-9999,5.3,239.8
201405071145,0.046,-0.007,27635.10655,-17.04,-9999,-123.39,-9999,27.85,0.758,101.076,-9999,-9999,5.4,236.2
201405071200,0.049,-0.007,27855.49664,-16.98,-9999,-122.79,-9999,27.8,0.768,101.046,-9999,-9999,5.4,228.4
201405071215,0.053,-0.008,28107.32558,-16.82,-9999,-121.51,-9999,27.8,0.775,101.024,-9999,-9999,5.7,222.8
201405071230,0.055,-0.008,28091.58769,-16.84,-9999,-121.91,-9999,27.9,0.769,101.029,-9999,-9999,4.7,214.8
201405071245,0.041,-0.022,27745.30623,-17.14,-9999,-124.09,-9999,27.9,0.766,101.013,-9999,-9999,5.1,223.6
201405071300,0.024,-0.041,3166426.693,-9999,-9999,-9999,-9999,27.96,0.767,101.018,-9999,-9999,5.4,229.2
201405071315,0.006,-0.057,3166426.693,-9999,-9999,-9999,-9999,28.1,0.757,100.981,-9999,-9999,5.5,226
201405071330,0.001,-0.057,28296.16549,-16.29,-9999,-118.22,-9999,28.23,0.762,100.986,-9999,-9999,4.9,229.3
201405071345,0.001,-0.05,28500.71131,-16.08,-9999,-116.88,-9999,28.25,0.764,101.019,-9999,-9999,4.1,233.7
201405071400,0.001,-0.043,28626.56977,-15.95,-9999,-115.85,-9999,28.34,0.766,101.008,-9999,-9999,4.4,234.7
201405071415,0.001,-0.038,28610.83813,-16.02,-9999,-116.54,-9999,28.49,0.759,100.999,-9999,-9999,4,241.3
201405071430,0.001,-0.034,28248.95807,-16.27,-9999,-118.47,-9999,28.53,0.746,100.983,-9999,-9999,3.7,239.3
201405071445,0.001,-0.03,28012.8954,-16.33,-9999,-118.9,-9999,28.7,0.734,100.977,-9999,-9999,3.4,239.6
201405071500,0.001,-0.027,27981.41717,-16.37,-9999,-118.8,-9999,28.84,0.727,100.97,-9999,-9999,2.9,235.6
201405071515,0.001,-0.024,27902.71825,-16.51,-9999,-119.69,-9999,28.86,0.723,100.955,-9999,-9999,3.2,239.5
201405071530,0.002,-0.021,27871.23736,-16.4,-9999,-119.2,-9999,28.69,0.728,100.954,-9999,-9999,3.5,234.5
201405071545,0.002,-0.017,27792.53183,-16.43,-9999,-119.46,-9999,28.58,0.732,100.933,-9999,-9999,4.1,225.1
201405071600,0.002,-0.014,27902.71825,-16.25,-9999,-118.07,-9999,28.44,0.739,100.976,-9999,-9999,4.3,219.7
201405071615,0.003,-0.01,27477.66234,-16.61,-9999,-121.08,-9999,28.4,0.73,100.98,-9999,-9999,4.9,202.4
201405071630,0.004,-0.007,27572.13114,-16.47,-9999,-120.11,-9999,28.35,0.737,100.987,-9999,-9999,4.3,213.1
201405071645,0.006,-0.003,28012.8954,-16.15,-9999,-117.3,-9999,28.3,0.75,100.99,-9999,-9999,4,207.1
201405071700,0.007,0.001,27776.79015,-16.33,-9999,-118.71,-9999,28.3,0.745,100.993,-9999,-9999,4.7,219.6
201405071715,0.008,0.005,28075.84961,-16.09,-9999,-116.57,-9999,28.3,0.749,100.997,-9999,-9999,4.4,198.3
201405071730,0.009,0.009,28012.8954,-16.21,-9999,-117.63,-9999,28.3,0.75,101.004,-9999,-9999,4.3,194.8
201405071745,0.01,0.013,28610.83813,-15.69,-9999,-113.62,-9999,28.29,0.768,101.023,-9999,-9999,4.3,205
201405071800,0.013,0.016,28752.41613,-15.54,-9999,-112.38,-9999,28.24,0.772,101.033,-9999,-9999,4.3,207.2
201405071815,0.016,0.019,29239.95644,-14.96,-9999,-108.1,-9999,28.29,0.785,101.046,-9999,-9999,5,197.6
201405071830,0.02,0.019,29727.3151,-14.56,-9999,-105.05,-9999,28.22,0.799,101.062,-9999,-9999,4.6,193
201405071845,0.023,0.02,29239.95644,-14.95,-9999,-108.21,-9999,28.17,0.788,101.073,-9999,-9999,5.2,194.6
201405071900,0.026,0.022,29224.23217,-14.95,-9999,-108.3,-9999,28.25,0.786,101.08,-9999,-9999,5.1,200.7
